Kode,Nama Paket,Nama Paket Url,K/L/PD,Tahapan,Tahapan Url,HPS
80026014,"Pengawasan Penataan Alun-Alun Kabupaten Karawang (Lanjutan) Seleksi Gagal spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80026014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Seleksi Gagal,https://lpse.jabarprov.go.id/eproc4/lelang/80026014/jadwal,"399,8 Jt"
80024014,"Pengawasan Penataan Alun-Alun Dadaha Kota Tasikmalaya spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Kualitas dan Biaya

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80024014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80024014/jadwal,"664,7 Jt"
80023014,"Pengawasan Penataan Alun-Alun Kabupaten Ciamis spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80023014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80023014/jadwal,"669,7 Jt"
80022014,"Jasa Konsultansi Pengawasan Bangunan Gedung Kantor Peningkatan Sarana dan Praasarana Destinasi Wisata Pangumbahan (Lanjutan) spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80022014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80022014/jadwal,"239,4 Jt"
80021014,"Bangunan Gedung Kantor Peningkatan sarana dan Prasarana Destinasi wisata Pangumbahan (Lanjutan) spse 4.5

Pekerjaan Konstruksi - TA 2023 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80021014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80021014/jadwal,"4,3 M"
80018014,"Penyusunan DED Revitalisasi Daya Tarik Wisata Batujaya Kabupaten Karawang spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80018014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80018014/jadwal,350 Jt
80016014,"Penyusunan DED Daya Tarik Wisata Bumi Perkemahan Kiarapayung Kabupaten Sumedang spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80016014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80016014/jadwal,500 Jt
80007014,"Pekerjaan Konsultansi Pengawasan Penataan dan Revitalisasi Kawasan Destinasi Wisata Situ Kemang Kabupaten Bogor spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80007014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/80007014/jadwal,"498,3 Jt"
80001014,"Rehabilitasi Atap dan Plafond Kantor Kejaksaan Negeri Kota Cirebon Tender Batal spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/80001014/pengumumanlelang,Pemerintah Daerah Kota Cirebon,Tender Batal,https://lpse.jabarprov.go.id/eproc4/lelang/80001014/jadwal,"1,5 M"
79999014,"Pekerjaan Konsultansi Pengawasan Penataan dan Revitalisasi Kawasan Destinasi Wisata Situ Jatijajar Kota Depok spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2023 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Rp. 498.776.835,00",https://lpse.jabarprov.go.id/eproc4/lelang/79999014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79999014/jadwal,"499,2 Jt"
79995014,"Peningkatan Jalan Cikupa Karangkamiri Tender Ulang spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79995014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79995014/jadwal,431 Jt
79994014,"Peningkatan Jalan Jangraga Pasirgelis Tender Ulang spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79994014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79994014/jadwal,"877,9 Jt"
79973014,"Pembangunan Ponpes Bani Husen Dusun Wonoharjo RT 02 RW 11 Desa Wonoharjo Kecamatan Pangandaran spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 881.038.142,38",https://lpse.jabarprov.go.id/eproc4/lelang/79973014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79973014/jadwal,"889,9 Jt"
79970014,"Pengembangan Benih Kentang G-2 (Pupuk dan Pestisida) (UPLAND) spse 4.5

Pengadaan Barang - TA 2022 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.003.390.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79970014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79970014/jadwal,"1,1 M"
79968014,"Pembuatan Tembok Perkuatan Tanggul Sub DAS Cimaragas Blok Gandok, Desa Kota Kulon Kec. Garut Kota (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 414.098.600,00",https://lpse.jabarprov.go.id/eproc4/lelang/79968014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79968014/jadwal,"433,6 Jt"
79967014,"Rehabilitasi Drainase Ds. Mekarjaya Kec. Cikajang (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 278.900.200,00",https://lpse.jabarprov.go.id/eproc4/lelang/79967014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79967014/jadwal,"287,6 Jt"
79966014,"Pembangunan Polder Pengendalian Banjir Ds. Cikelet Kec. Cikelet (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.391.115.381,00",https://lpse.jabarprov.go.id/eproc4/lelang/79966014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79966014/jadwal,"1,6 M"
79962014,"Revitalisasi Bangunan Gedung Beserta Sarana dan Prasarana Satuan Pelayanan Rumah Perlindungan Sosial Lanjut Usia Sukabumi Tender Batal spse 4.5 Evaluasi Ulang

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79962014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Batal,https://lpse.jabarprov.go.id/eproc4/lelang/79962014/jadwal,"2,5 M"
79961014,"Pembangunan Polder Pengendalian Banjir Ds. Mekarsari Kec. Cibalong (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.673.187.968,00",https://lpse.jabarprov.go.id/eproc4/lelang/79961014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79961014/jadwal,2 M
79960014,"Pembangunan Polder Pengendalian Banjir Ds. Bojong Kidul Kec. Pameungpeuk (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.688.495.017,00",https://lpse.jabarprov.go.id/eproc4/lelang/79960014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79960014/jadwal,2 M
79959014,"Pembangunan Saluran Drainase Jalan (Banjir) Pengendalian Banjir Sistem Copong Kel. Haurpanggung Kec. Tarogong Kidul (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 6.315.466.479,00",https://lpse.jabarprov.go.id/eproc4/lelang/79959014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79959014/jadwal,"6,9 M"
79957014,"Pengadaan Cetak SPPKB spse 4.5

Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 249.045.705,00",https://lpse.jabarprov.go.id/eproc4/lelang/79957014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79957014/jadwal,"328,5 Jt"
79948014,"Pemeliharaan Gedung Kantor dan Pelayanan spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 620.000.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79948014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79948014/jadwal,"779,2 Jt"
79947014,"Pick Up Roda 4 (UPLAND) Tender Ulang spse 4.5

Pengadaan Barang - TA 2022 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 654.466.500,00",https://lpse.jabarprov.go.id/eproc4/lelang/79947014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79947014/jadwal,"674,4 Jt"
79946014,"Pembangunan Ponpes Bani Husen Dusun Wonoharjo RT 02 RW 11 Desa Wonoharjo Kecamatan Pangandaran Tender Batal spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79946014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Batal,https://lpse.jabarprov.go.id/eproc4/lelang/79946014/jadwal,"889,4 Jt"
79945014,"Belanja Persediaan untuk Dijual/Diserahkan-Persediaan untuk Dijual/Diserahkan kepada Masyarakat (Penyebaran DOC Ayam Sentul) spse 4.5

Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79945014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79945014/jadwal,"385,9 Jt"
79944014,"Pembangunan Ponpes Al-Falah Sanusiyah Dusun Pangkalan RT 01 RW 02 Desa Pangkalan Kecamatan Langkaplancar spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 879.048.720,00",https://lpse.jabarprov.go.id/eproc4/lelang/79944014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79944014/jadwal,"887,9 Jt"
79943014,"Pembangunan Ponpes Darunnajah Dusun Julang RT 21 RW 09 Desa Maruyungsari Kecamatan Padaherang Lanjutan spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 425.724.906,00",https://lpse.jabarprov.go.id/eproc4/lelang/79943014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79943014/jadwal,"430,2 Jt"
79942014,"Pembangunan Ponpes Darul Hikmah Dusun Kedunghaur RT 12 RW 06 Desa Kertajaya Kecamatan Mangunjaya Lanjutan spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 425.409.638,97",https://lpse.jabarprov.go.id/eproc4/lelang/79942014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79942014/jadwal,"430,3 Jt"
79940014,"Pembangunan Ponpes Murottalul Quran Al Hasanah Dusun Bangunsari RT 08 RW 01 Desa Karangkamiri Kecamatan Langkaplancar spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 878.820.917,38",https://lpse.jabarprov.go.id/eproc4/lelang/79940014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79940014/jadwal,"887,9 Jt"
79939014,"Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja (Renovasi Kandang Unggas di BPPTU Jatiwangi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 341.549.558,85",https://lpse.jabarprov.go.id/eproc4/lelang/79939014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79939014/jadwal,"399,9 Jt"
79938014,"Peningkatan Jalan Jangraga Pasirgelis Tender Gagal spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79938014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Gagal,https://lpse.jabarprov.go.id/eproc4/lelang/79938014/jadwal,"877,9 Jt"
79937014,"Pembangunan Jalan Pagergunung - Kalijati spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.332.888.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79937014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79937014/jadwal,"1,3 M"
79936014,"Rehabilitasi Jembatan Nes Desa Sukajaya Kec. Cimerak spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 656.000.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79936014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79936014/jadwal,"659,6 Jt"
79935014,"Pembangunan TPS3R Desa Karangbenda spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 483.445.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79935014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79935014/jadwal,"487,5 Jt"
79932014,"Rehabilitasi Jalan dan Jembatan Ruas Jalan Cikembulan Pananjung spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 669.267.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79932014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79932014/jadwal,"679,6 Jt"
79931014,"Rehabilitasi Jalan TPA Purbahayu spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 425.189.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79931014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79931014/jadwal,"431,8 Jt"
79930014,"Peningkatan Jalan Jadikarya - Bungur spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 821.172.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79930014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79930014/jadwal,830 Jt
79929014,"Penanganan Jembatan Kp. Leungsir Ds. Talgasari Kec. Banjarwangi (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79929014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79929014/jadwal,340 Jt
79927014,"Pembangunan Jembatan Rawayan Ds. Sukasenang - Kel. Lengkongjaya Kec. Banyuresmi dan Kec. Karangpawitan (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79927014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79927014/jadwal,"759,6 Jt"
79926014,"Penanganan Jembatan Cilengkeng Ds. Wangunjaya Kec. Banjarwangi (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79926014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79926014/jadwal,"489,8 Jt"
79925014,"Penanganan Jembatan Desa Banjarwangi (Penghubung Kp. Banjarwangi - Kp. Cinurasa) (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79925014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79925014/jadwal,340 Jt
79924014,"Penanganan Jembatan Cipeujeuh Penghubung Kota Kulon - Muara Sanding Kp. Nangewer (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79924014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79924014/jadwal,"370,5 Jt"
79923014,"Penanganan Jemabatan Penghubung Kp. Dayeuh Handap RW.03 - Kp. Cintamaya Kel. Muara Sanding (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79923014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79923014/jadwal,"339,8 Jt"
79921014,"Jembatan Kp. Cikelentong Ds. Mekartani Kec. Singajaya (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79921014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79921014/jadwal,"369,6 Jt"
79920014,"Jembatan Cigagak Ds. Pancasura Kec. Singajaya (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79920014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79920014/jadwal,"369,8 Jt"
79919014,"Rekonstruksi Jalan (Jatisari - Singatuwuh - Cikondang) Ds. Cikondang Kec. Cisompet spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79919014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79919014/jadwal,"1,4 M"
79918014,"Peningkatan Jalan Cibogo - Sukamaju spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 647.888.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79918014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79918014/jadwal,655 Jt
79917014,"Peningkatan Jalan Bunguraya batas Ciamis spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 475.113.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79917014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79917014/jadwal,"480,4 Jt"
79916014,"Peningkatan Jalan Cikupa Karangkamiri Tender Gagal spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79916014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Gagal,https://lpse.jabarprov.go.id/eproc4/lelang/79916014/jadwal,431 Jt
79915014,"Peningkatan Jalan Karangtawang/Kalapa Sepuluh - Karang Tanjung spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 879.599.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79915014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79915014/jadwal,"891,1 Jt"
79914014,"Peningkatan Jalan Karangjaladri - Bontos spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 695.309.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79914014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79914014/jadwal,"705,6 Jt"
79913014,"Peningkatan Jalan Citamiang - Parakanmanggu spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 885.057.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79913014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79913014/jadwal,"894,2 Jt"
79912014,"Peningkatan Jalan Bojong Aren Desa Pagergunung spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 606.222.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79912014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79912014/jadwal,"614,6 Jt"
79911014,"Peningkatan Jalan Batas Purbahayu - Kandang Menjangan spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 335.093.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79911014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79911014/jadwal,"338,9 Jt"
